ListingID,ListingTypeID,UserID,Title,IsActive,PricePerNight,MinNight,MaxGuests
126,4,179,Grand Haven,1,9400,5,7
127,3,186,Amuse Manor,1,64800,3,23
128,4,187,Charming Cottage,1,23000,3,12
129,4,189,Moonlight House,1,48900,2,13
130,1,191,Amuse Boutique Residence,1,17500,3,90
131,4,196,Moonlight GuestHouse,1,31300,7,9
132,1,197,Cozy Resort,1,19300,3,121
133,1,200,Moonlight Resort,1,9000,5,89
134,3,201,Mountain Retreat Cottage,1,19600,3,22
135,2,202,Exalted Lodge,1,8000,1,6
136,1,203,Exalted Lodge,1,63800,4,138
137,3,204,Homely House,1,6100,5,22
138,3,209,Homely Inn,1,16100,4,21
139,3,210,City Loft Lodge,1,7100,1,27
140,4,214,Refresh Inn,1,6200,5,11
141,1,215,Amuse Suites,1,43300,3,124
142,1,217,Balance Retreat,1,9400,6,58
143,1,219,Beach House Boutique Suites,1,6200,4,60
144,2,221,City Loft Hideaway,1,17800,4,7
145,4,222,Balance House,1,13600,5,3
146,4,224,Exquisite Haven,1,29800,5,13
147,4,228,Mountain Retreat Cottage,1,9800,1,3
148,4,229,Refresh Lodge,1,45400,5,2
149,1,230,Moonlight Boutique Hotel,1,42800,3,115
150,5,233,Cosy Lodge,1,14900,1,13
151,1,234,Beach House Oasis,1,8700,4,130
152,2,235,Beach House House,1,8000,7,14
153,2,236,Amuse Hideaway,1,28400,7,13
154,4,238,Mountain Retreat Lodge,1,8300,4,4
155,1,239,Amuse Oasis,1,54400,6,145
156,3,247,Homely Lodge,1,29500,7,22
157,1,254,Moonlight Lodge,1,14300,7,90
158,1,255,Homely Retreat,1,21700,3,125
159,2,256,Exquisite Haven,1,52300,5,6
160,2,259,Cozy House,1,6900,4,2
161,1,260,Mountain Retreat Residence,1,9600,7,119
162,4,261,Homely Cottage,1,8400,1,7
163,2,262,Grand Inn,1,21500,2,10
164,4,263,Exquisite Retreat,1,8000,7,8
165,2,266,Exalted Manor,1,56500,2,13
166,5,267,Charming GuestHouse,1,9000,3,7
167,2,270,Moonlight Haven,1,56700,5,9
168,4,272,Homely Retreat,1,27900,5,12
169,1,273,Cosy Suites,1,49500,3,101
170,5,277,Homely Haven,1,5700,4,13
171,5,278,Modern Lodge,1,8500,6,11
172,3,280,Charming House,0,60300,4,22
173,4,282,Homely Lodge,1,26100,4,8
174,4,283,Exalted Cottage,1,50300,4,6
175,4,284,Refresh Hideaway,1,5900,2,11
176,5,285,Luxury Villa Hideaway,1,42400,1,12
177,1,286,City Loft Hotel,1,12700,5,71
178,4,287,Cosy Retreat,1,27500,6,3
179,1,288,Grand Retreat,1,6600,5,103
180,4,289,Homely GuestHouse,1,10000,6,4
181,1,292,Refresh Boutique Residence,1,19400,1,123
182,2,294,Beach House Retreat,1,8900,5,9
183,1,297,Cozy Resort,1,62800,7,143
184,5,298,Moonlight GuestHouse,1,35100,6,4
185,3,300,Beach House Inn,1,9900,6,29
186,1,302,Charming Residence,1,47100,5,152
187,1,303,Rustic Suites,1,8300,1,100
188,3,305,Balance Haven,1,5000,3,20
189,1,307,Mountain Retreat Suites,1,48400,1,54
190,1,309,Grand Resort,1,8600,2,89
191,4,310,Homely Inn,1,39700,4,3
192,3,311,Rustic Manor,1,28800,7,23
193,4,312,Deluxe Retreat,1,23500,2,14
194,2,315,Homely Manor,1,6800,5,11
195,4,316,Mirage Cottage,1,43300,3,2
196,5,323,Refresh GuestHouse,1,49000,4,14
197,4,326,Deluxe Cottage,1,46700,3,3
198,1,328,Charming Lodge,1,28300,2,68
199,3,329,Charming Retreat,1,54100,7,10
200,1,330,Refresh Hotel,1,57500,4,77
201,2,331,Exquisite Retreat,1,7300,7,13
202,1,332,City Loft Retreat,1,5300,3,100
203,3,333,City Loft Manor,1,23700,7,24
204,5,336,Grand Hideaway,1,7300,4,9
205,1,337,Amuse Retreat,1,7600,3,100
206,2,339,Cozy Retreat,1,8100,1,10
207,2,340,Cosy Cottage,1,8200,6,10
208,1,341,Amuse Suites,1,37600,6,158
209,4,912,Moonlight GuestHouse,1,26900,4,4
210,4,917,Rustic Manor,1,9000,6,13
211,1,919,Grand Hotel,1,35800,7,57
212,2,922,Cozy House,1,28600,4,8
213,4,924,Mountain Retreat Hideaway,1,24200,7,11
214,4,925,Amuse Hideaway,1,38900,1,6
215,1,926,Beach House Retreat,1,6100,7,128
216,1,928,Refresh Lodge,1,19200,2,86
217,1,929,Rustic Residence,1,9800,5,86
218,1,930,Mountain Retreat Boutique Suites,1,39000,6,103
219,4,931,Beach House Lodge,1,8200,5,14
220,1,932,Exquisite Resort,1,21500,3,80
221,3,933,Cosy House,1,59800,2,24
222,1,937,Beach House Lodge,1,30900,3,115
223,1,938,Rustic Lodge,1,21500,6,62
224,2,940,Mirage House,1,62800,5,7
225,3,941,Exquisite Hideaway,1,12600,7,17
226,2,943,Serene Haven,1,8800,2,8
227,4,944,Mountain Retreat Inn,1,14100,1,11
228,1,945,Mirage Boutique Hotel,1,25300,4,66
229,1,946,Cozy Suites,1,58300,5,55
230,4,948,Deluxe Haven,1,6500,2,5
231,4,949,Amuse Cottage,1,9000,2,5
232,3,950,Charming Manor,1,38900,7,11
233,1,953,Beach House Boutique Suites,1,43900,1,103
234,2,954,Moonlight Retreat,1,39300,7,3
235,1,958,Luxury Villa Lodge,1,27800,1,111
236,1,959,Exquisite Boutique Hotel,1,49000,7,62
237,2,960,Homely Lodge,1,36500,7,10
238,4,962,Mirage Hideaway,1,19200,6,6
239,2,966,Exalted Retreat,1,32300,5,2
240,1,969,Beach House Boutique Suites,1,9000,5,81
241,4,972,Cozy Haven,1,11600,3,12
242,5,973,Mirage Retreat,1,26000,5,6
243,2,978,Deluxe Cottage,1,16900,6,14
244,4,979,Refresh Manor,1,53300,3,11
245,4,982,Luxury Villa Cottage,1,29100,7,5
246,2,984,Cosy Lodge,1,62800,6,2
247,2,985,Cosy Retreat,1,61800,2,10
248,4,986,Rustic Inn,1,24900,1,5
249,4,989,Refresh Haven,1,23500,6,9
250,4,990,Grand Cottage,1,9600,1,4
251,3,991,Deluxe Manor,1,8600,6,29
252,1,993,Moonlight Resort,1,54600,7,152
253,4,994,Luxury Villa House,1,25100,6,5
254,5,995,Mountain Retreat Retreat,1,61800,3,14
255,1,997,Serene Lodge,1,31900,6,106
256,4,998,Rustic Manor,1,35200,1,10
257,1,999,Deluxe Boutique Residence,1,12900,2,79
258,5,1001,Refresh Retreat,1,47900,4,11
259,2,1003,Beach House Hideaway,0,9500,1,10
260,1,1005,Balance Lodge,1,8900,2,51
261,1,1007,Homely Retreat,1,16100,3,115
262,4,1009,Mirage Cottage,1,8200,1,8
263,2,1013,Homely House,1,11100,6,13
264,4,1015,Mountain Retreat Lodge,1,6000,6,10
265,4,1018,Charming Haven,1,32400,6,5
266,4,1021,Balance Hideaway,1,15100,6,8
267,4,1023,Balance Cottage,1,41200,4,3
268,4,1027,Amuse Hideaway,1,38200,5,4
269,2,1028,Grand Haven,1,13000,4,2
270,4,1031,Refresh Retreat,1,14400,3,8
271,5,1032,Mirage Hideaway,1,5100,6,11
272,2,1033,Beach House GuestHouse,1,41500,2,12
273,1,1034,Mountain Retreat Residence,1,5900,3,147
274,1,1035,Amuse Boutique Residence,1,61900,2,82
275,4,1038,Balance Lodge,1,11800,2,14
276,4,1040,Serene Cottage,1,18100,7,7
277,1,1041,Exquisite Boutique Residence,1,25300,6,98
278,1,1042,Balance Lodge,1,60800,5,105
279,1,1043,Mountain Retreat Suites,1,16900,6,126
280,1,1044,Serene Residence,1,47400,7,125
281,4,1049,Balance Inn,1,26800,4,3
282,4,1051,Balance Haven,0,21100,7,7
283,1,1053,Cozy Boutique Suites,1,36600,6,128
284,2,1054,Modern House,1,5900,4,8
285,5,1055,Modern Hideaway,1,30900,6,5
286,2,1056,Balance Inn,1,55800,4,6
287,2,1058,Beach House Cottage,1,49200,7,9
288,1,1061,City Loft Lodge,1,16700,4,51
289,1,1062,Luxury Villa Lodge,1,6700,3,97
290,5,1064,Balance Manor,1,34700,4,14
291,4,1066,Charming Lodge,1,29700,1,14
292,1,1069,Serene Hotel,1,8100,1,88
293,1,1070,Mirage Hotel,1,8900,1,111
294,4,1072,Moonlight Cottage,1,14900,3,3
295,1,1073,Luxury Villa Boutique Suites,1,12000,5,89
296,1,1075,Balance Boutique Hotel,1,6100,7,140
297,4,1077,Moonlight Hideaway,1,13300,4,4
298,1,1079,Amuse Residence,1,53200,3,68
299,4,1080,Cosy Lodge,1,8800,6,14
300,2,1083,Balance Manor,1,57100,6,14
301,1,1084,Deluxe Boutique Residence,1,7900,4,64
302,5,1086,Deluxe Manor,1,55500,3,4
303,4,1087,Cozy Lodge,1,5700,4,10
304,3,1089,Amuse Hideaway,1,8100,1,18
305,1,1090,City Loft Hotel,1,22100,5,79
306,1,1095,Cosy Hotel,1,20900,3,64
307,4,1100,Amuse House,1,5200,6,13
308,3,1101,Charming Cottage,1,6900,6,25
309,1,1103,Moonlight Retreat,1,25400,2,151
310,2,1104,Mirage Cottage,1,8200,7,4
311,3,1106,Balance Haven,1,37600,2,11
312,1,1110,City Loft Oasis,1,47200,7,134
313,1,1111,City Loft Hotel,1,21400,2,117
314,2,1114,Cozy Manor,1,50700,4,6
315,1,1116,Cosy Boutique Suites,1,9100,3,129
316,1,1118,Grand Lodge,1,6400,4,115
317,1,1119,Grand Retreat,1,6500,7,157
318,4,1121,Mirage Haven,1,52100,3,14
319,4,1122,City Loft Cottage,1,42900,7,6
320,2,1124,Charming GuestHouse,0,48200,3,14
321,4,1125,Serene House,1,20700,1,12
322,2,1129,Moonlight Hideaway,1,64700,2,2
323,1,1130,City Loft Suites,1,60300,2,100
324,2,1131,Serene GuestHouse,1,28000,7,4
325,5,1132,Mirage Lodge,1,45500,1,7
326,4,1136,Refresh Inn,1,19400,4,6
327,4,1137,Moonlight Hideaway,1,9700,6,11
328,1,1138,Luxury Villa Boutique Hotel,1,7900,7,53
329,2,1139,Serene Inn,1,23000,3,2
330,4,1140,Homely Haven,1,15900,1,12
331,2,1143,Rustic GuestHouse,1,9200,7,4
332,3,1145,Exalted Manor,1,29200,3,19
333,5,1146,Amuse Retreat,1,27400,2,14
334,4,504,Refresh Retreat,1,9500,4,4
335,4,505,Balance Cottage,1,17800,2,3
336,1,506,Mountain Retreat Lodge,1,9500,3,85
337,5,511,Moonlight Hideaway,1,8800,1,12
338,1,512,City Loft Lodge,1,20800,4,53
339,2,513,Homely Cottage,1,48300,5,14
340,4,514,Deluxe Hideaway,1,29600,4,2
341,3,517,Refresh House,1,9600,4,10
342,4,518,Refresh Inn,1,10200,4,9
343,4,519,Amuse Hideaway,1,49100,1,6
344,4,520,City Loft Lodge,1,34900,4,14
345,1,521,Amuse Boutique Hotel,1,14600,3,129
346,5,523,Luxury Villa House,1,55900,3,6
347,4,525,Balance Manor,1,27900,5,12
348,5,526,Beach House Lodge,1,31700,7,13
349,2,527,Mirage House,1,5300,1,11
350,4,528,Mirage Manor,1,6400,7,7
351,3,529,Charming House,1,9200,5,10
352,1,534,Grand Lodge,1,7300,7,71
353,1,535,Moonlight Suites,1,43200,3,83
354,2,537,City Loft Retreat,1,10000,6,5
355,5,538,Moonlight Manor,1,8200,1,3
356,4,541,Deluxe Cottage,1,57700,4,4
357,5,543,Balance House,1,40700,5,6
358,2,545,Serene Haven,1,18500,5,2
359,4,547,Rustic House,1,6200,1,2
360,4,548,Homely Cottage,1,8900,4,14
361,2,550,Balance House,1,19400,7,12
362,5,552,Charming Haven,1,24500,1,12
363,1,553,Homely Lodge,1,49400,5,117
364,1,554,Mountain Retreat Lodge,1,14000,2,97
365,1,556,Mountain Retreat Resort,1,20900,1,149
366,2,558,Exalted Inn,1,24600,1,4
367,1,560,Modern Lodge,1,9500,6,104
368,4,561,Modern Cottage,0,7900,5,13
369,3,563,Mirage Cottage,1,55800,5,13
370,2,564,Balance Lodge,1,12200,6,4
371,3,567,Modern House,1,50500,7,26
372,2,568,Homely Inn,1,11900,4,12
373,4,571,Balance Cottage,1,11400,3,3
374,4,572,Amuse Lodge,1,64900,4,5
375,2,573,Exquisite Manor,1,62400,6,7
376,4,579,Deluxe Hideaway,1,48600,5,4
377,2,585,Deluxe Manor,1,63000,7,5
378,3,591,Rustic Retreat,1,9500,5,22
379,4,592,Mirage House,1,55000,1,4
380,2,593,Charming House,1,46500,7,3
381,3,594,Balance Retreat,1,59300,4,18
382,4,595,Mirage Retreat,1,6500,4,11
383,4,596,Mountain Retreat House,1,7300,5,6
384,5,604,Exalted Hideaway,1,36200,5,13
385,3,605,Amuse Inn,1,15800,2,12
386,3,607,Homely Manor,1,34900,2,26
387,2,608,Deluxe House,1,6100,2,8
388,5,609,Moonlight GuestHouse,1,55000,1,14
389,1,612,City Loft Boutique Suites,1,6100,2,139
390,5,613,Luxury Villa Haven,1,59400,7,12
391,1,614,Cosy Boutique Hotel,1,30000,3,57
392,4,616,Charming Lodge,1,15400,5,2
393,1,618,City Loft Lodge,1,27600,3,104
394,2,619,Amuse Cottage,1,16000,3,7
395,2,620,Mirage Haven,1,21200,5,5
396,1,624,Exquisite Suites,1,6100,5,106
397,4,625,Amuse Cottage,1,15200,7,10
398,4,628,Amuse Cottage,1,11700,3,7
399,2,629,Homely GuestHouse,1,6000,4,9
400,4,630,Homely Lodge,1,16100,2,13
401,4,632,Rustic Cottage,1,12100,2,5
402,1,634,Charming Lodge,1,7600,6,94
403,4,640,Modern Inn,1,28500,6,4
404,4,642,Luxury Villa Retreat,1,20800,3,6
405,4,644,Moonlight Cottage,1,50700,6,3
406,4,645,Exalted Manor,1,45500,5,13
407,2,646,Balance Lodge,1,8000,2,12
408,1,647,Grand Boutique Hotel,1,65000,7,124
409,1,649,Amuse Resort,1,25900,7,132
410,5,650,Beach House Manor,1,6600,1,6
411,4,651,Exalted Retreat,1,32400,5,11
412,4,653,Exalted Inn,1,36800,7,4
413,2,659,Refresh Cottage,1,33000,7,7
414,3,660,City Loft Hideaway,1,5000,7,13
415,2,662,Exalted Retreat,1,8500,4,6
416,1,663,Rustic Hotel,1,20900,1,67
417,5,664,Mirage Retreat,1,59300,7,11
418,1,670,Cozy Hotel,1,63000,4,150
419,2,671,Amuse Hideaway,1,35200,1,14
420,4,673,Luxury Villa Manor,1,51200,1,5
421,4,674,Charming Lodge,1,7800,4,5
422,3,676,Rustic Inn,1,50300,1,26
423,1,678,Modern Oasis,1,12200,1,80
424,2,679,Homely Hideaway,1,16100,3,6
425,2,680,Rustic Lodge,1,35200,1,4
426,2,681,Mountain Retreat Manor,1,26900,1,14
427,3,692,Moonlight House,1,16000,2,12
428,3,693,Amuse Retreat,1,5600,7,18
429,4,695,Grand Manor,1,17000,3,5
430,2,696,Charming Haven,1,6300,7,8
431,1,699,Exquisite Oasis,1,6100,1,62
432,4,700,Cozy GuestHouse,1,51000,2,11
433,1,704,Mirage Boutique Residence,0,19300,1,64
434,5,705,Serene Haven,1,31200,4,6
435,4,706,Rustic Manor,1,8200,4,10
436,2,712,City Loft GuestHouse,1,21500,5,9
437,1,713,Refresh Boutique Hotel,1,9900,4,121
438,2,714,Deluxe Lodge,1,48300,7,7
439,1,719,Cozy Retreat,1,56600,1,133
440,4,720,Charming Cottage,1,37800,3,10
441,2,721,Cozy Lodge,1,22700,5,2
442,1,722,Serene Boutique Residence,1,5300,5,142
443,4,726,Cosy GuestHouse,1,41700,2,13
444,4,727,City Loft Hideaway,1,6900,3,3
445,2,728,Exquisite Inn,1,20700,5,7
446,2,730,Mountain Retreat Haven,1,38800,5,7
447,4,731,Cozy Retreat,1,21400,4,7
448,4,734,Rustic House,1,13500,6,3
449,3,735,Homely Manor,1,63200,2,11
450,1,736,Serene Lodge,1,48900,6,106
451,1,737,Beach House Boutique Hotel,1,31100,1,99
452,1,739,Refresh Lodge,1,10900,6,124
453,1,740,Cozy Retreat,1,7400,1,137
454,1,743,Cosy Boutique Residence,1,7300,6,103
455,2,747,Balance Inn,1,43200,5,7
456,4,748,Moonlight Hideaway,1,5200,5,10
457,4,753,Deluxe Manor,1,41200,6,2
458,4,754,Moonlight Manor,1,15300,2,11
459,1,756,Serene Boutique Suites,1,23200,3,142
460,3,758,City Loft Retreat,1,32700,6,14
461,3,760,Cosy Cottage,1,24100,5,13
462,1,761,Mountain Retreat Lodge,1,61400,3,144
463,1,766,Cosy Lodge,1,6500,2,57
464,1,767,Luxury Villa Boutique Hotel,1,7300,7,138
465,1,768,Refresh Residence,1,7800,5,54
466,1,769,Refresh Oasis,0,63600,7,64
467,2,774,Cosy Lodge,1,8700,3,11
468,2,775,Balance Lodge,1,60800,7,8
469,4,776,Exquisite Cottage,1,42900,7,12
470,1,777,Exquisite Retreat,1,6100,2,111
471,1,779,Mirage Boutique Hotel,1,49000,2,69
472,4,780,Deluxe Haven,1,8900,3,8
473,3,783,Charming Manor,1,7000,4,13
474,1,784,Mountain Retreat Lodge,1,9700,2,104
475,1,785,Serene Boutique Hotel,1,31900,1,98
476,1,786,Exalted Hotel,1,63600,1,147
477,1,789,Modern Suites,1,5100,1,128
478,1,793,Homely Retreat,1,5500,5,126
479,4,797,Refresh House,1,25800,7,2
480,4,798,Moonlight Retreat,1,17200,3,12
481,1,799,Cosy Boutique Hotel,1,6700,1,110
482,5,800,Exalted Manor,1,29800,2,9
483,1,801,Balance Residence,1,43600,5,119
484,4,802,Rustic Retreat,1,9700,5,8
485,3,803,Mirage Manor,1,16600,4,19
486,1,805,Beach House Residence,0,5600,3,82
487,2,808,Deluxe Cottage,1,61300,3,10
488,1,809,Grand Oasis,1,64700,6,81
489,2,812,Charming Inn,1,22500,5,6
490,1,818,Cosy Boutique Hotel,1,8500,5,88
491,4,821,Deluxe Lodge,1,6000,6,8
492,3,822,Cozy Lodge,1,6300,3,27
493,1,823,Balance Retreat,1,43700,6,75
494,1,824,Homely Resort,1,21900,1,133
495,1,825,Luxury Villa Boutique Hotel,1,11900,2,115
496,3,826,City Loft Haven,1,60800,1,29
497,2,827,Amuse Lodge,1,19800,1,6
498,1,830,Balance Boutique Hotel,1,20000,1,133
499,2,833,Amuse Hideaway,1,55600,5,10
500,2,836,Grand Cottage,1,19000,3,13
501,5,837,Refresh Manor,1,9500,4,5
502,3,840,Exalted House,1,18500,1,14
503,4,841,Grand GuestHouse,1,7200,5,5
504,2,843,Mirage Inn,1,29500,6,8
505,5,844,Luxury Villa Haven,1,8200,2,4
506,1,846,City Loft Hotel,1,20900,7,76
507,1,850,Refresh Hotel,1,6700,6,91
508,1,851,Deluxe Retreat,1,25000,1,151
509,2,855,Refresh House,1,5200,4,2
510,1,856,Mountain Retreat Hotel,1,6800,6,126
511,5,858,Amuse House,1,25400,6,5
512,4,862,Rustic Lodge,1,30900,6,7
513,3,863,Cozy Hideaway,1,17900,1,26
514,2,869,Modern House,1,22500,7,12
515,1,870,Amuse Suites,1,19400,6,63
516,4,871,Mirage House,1,12400,3,9
517,1,873,Mountain Retreat Residence,1,20100,3,66
518,4,878,Beach House Haven,1,50100,1,14
519,2,879,City Loft Lodge,1,54500,1,5
520,3,880,Cozy Inn,1,31600,7,27
521,2,883,Serene GuestHouse,1,20100,6,14
522,3,884,Modern GuestHouse,1,19800,6,30
523,4,885,Luxury Villa House,1,51300,3,11
524,3,886,Beach House Cottage,1,33200,7,16
525,1,888,Serene Lodge,1,22700,7,89
526,4,890,Exalted Haven,1,40600,1,4
527,3,892,City Loft Retreat,1,6700,5,14
528,2,897,Mountain Retreat GuestHouse,1,6100,7,6
529,2,901,Modern Hideaway,1,6600,3,12
530,2,902,Exalted Retreat,1,27200,6,3
531,4,903,Modern Haven,1,41900,6,5
532,3,1311,Exquisite Inn,1,10000,5,14
533,1,1313,Exquisite Lodge,1,10000,3,148
534,5,1314,Cosy Haven,1,7700,7,4
535,2,1315,Deluxe GuestHouse,1,36800,5,6
536,1,1316,Amuse Boutique Suites,1,5900,2,72
537,2,1317,Exalted Retreat,1,62600,3,5
538,3,1322,Exalted House,1,7400,3,11
539,1,1323,Luxury Villa Retreat,1,36500,2,95
540,3,1326,Luxury Villa Cottage,1,40200,6,26
541,2,1328,Modern Haven,1,5800,3,14
542,4,1329,Luxury Villa Haven,1,7100,1,2
543,3,1330,Homely Retreat,1,41500,6,10
544,1,1331,Charming Lodge,1,5600,6,120
545,1,1332,Balance Resort,1,12000,1,118
546,5,1333,Balance Cottage,1,7500,4,11
547,4,1334,Cosy Lodge,1,7800,5,6
548,1,1337,Cozy Oasis,1,11700,5,103
549,1,1340,Cozy Suites,1,51800,1,76
550,4,1341,Homely Inn,1,26200,1,12
551,1,1342,Beach House Suites,1,60500,6,129
552,4,1353,Serene Manor,1,19800,3,6
553,2,1355,Cozy Haven,1,9900,7,13
554,5,1356,Luxury Villa GuestHouse,1,49100,5,2
555,1,1357,Grand Boutique Suites,1,23900,2,90
556,1,1361,Mountain Retreat Boutique Residence,1,6900,2,114
557,2,1366,Deluxe GuestHouse,1,62000,7,3
558,1,1368,Cozy Oasis,1,50100,2,139
559,2,1370,Charming Lodge,1,9100,7,14
560,2,1372,Mirage Haven,1,20200,6,14
561,4,1374,Exalted Cottage,1,24500,3,9
562,4,1377,Mountain Retreat Lodge,1,31000,2,9
563,3,1379,Beach House Lodge,1,25200,2,22
564,4,1380,Refresh Hideaway,1,32600,6,7
565,3,1381,Rustic Inn,1,9700,7,27
566,1,1382,Exquisite Residence,1,6600,4,71
567,2,1383,Mirage House,1,52400,3,11
568,3,1385,Exalted Haven,1,6000,6,24
569,1,1386,Moonlight Hotel,1,5400,5,122
570,1,1388,Mountain Retreat Resort,1,15700,4,81
571,1,1389,Exalted Suites,1,21900,5,120
